,Combiner Box Schedule,Parallel Source Circuit Detail,# of PV Modules Per PV Source Circuit,# Of PV Source Circuits Per Parallel Source Circuit,1500 VDC Fuse Rating Per PV Source Circuit (A),# Of Parallel Source Circuits Per Combiner Box,1500 VDC Fuse Rating Per Parallel Source Circuit Harness (A),# Of PV Source Circuits Per Combiner Box,Average PV Module Power (W),# Of PV Modules Per Combiner Box,Combiner Box Power (kW),DC/AC Ratio (Based on 3600kW Nominal),1500 VDC Fuse Rating Per PV Combiner Output (A),DC Combiner Box Rating (A),PV Combiner Output Conductor Size and Type,Maximum Voltage (V),Operating Voltage (V),Max. Short Circuit Current (A),Operating Current (A),CB Length (ft),Power Loss From Combiner To Inverter,Power Loss Percentage From Combiner To Inverter,Power Loss Percentage From Average Harness To Combiner,Total
10,82.06,A,6,14,5,5,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,208.06,800.34,0.24%,1.36%,1.60%
11,82.06,B,6,12,5,4,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,208.06,800.34,0.24%,1.36%,1.60%
12,82.07,A,6,14,5,4,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,272.06,1011.35,0.31%,1.36%,1.67%
13,82.07,B,6,12,5,5,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,272.06,1011.35,0.31%,1.36%,1.67%
14,82.08,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,230.00,797.05,0.25%,0.85%,1.10%
15,82.09,A,6,14,5,6,55,106,475,636,302.1,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,120.00,372.49,0.12%,0.88%,1.00%
16,82.09,B,6,12,5,1,55,106,475,636,302.1,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,120.00,372.49,0.12%,0.88%,1.00%
17,82.09,C,6,10,5,1,55,106,475,636,302.1,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,120.00,372.49,0.12%,0.88%,1.00%
18,82.1,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,40.00,85.58,0.03%,1.05%,1.08%
19,82.1,C,6,10,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,40.00,85.58,0.03%,1.05%,1.08%
20,82.11,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,70.00,149.76,0.06%,1.05%,1.11%
21,82.11,C,6,10,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,70.00,149.76,0.06%,1.05%,1.11%
22,82.12,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,134.00,286.68,0.11%,1.05%,1.16%
23,82.12,C,6,10,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,134.00,286.68,0.11%,1.05%,1.16%
24,82.12,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,134.00,286.68,0.11%,1.05%,1.16%
0,81.01,A,6,14,5,4,55,104,475,624,296.4,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,245.00,732.07,0.25%,1.36%,1.61%
1,81.02,B,6,12,5,4,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,182.00,700.10,0.21%,1.36%,1.57%
2,81.02,A,6,14,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,182.00,700.10,0.21%,1.36%,1.57%
3,81.02,B,6,12,5,4,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,182.00,700.10,0.21%,1.36%,1.57%
4,81.03,A,6,14,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,118.00,438.65,0.13%,1.36%,1.49%
5,81.03,B,6,12,5,5,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,118.00,438.65,0.13%,1.36%,1.49%
6,81.04,A,6,14,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,52.00,193.30,0.06%,1.36%,1.42%
7,81.04,B,6,12,5,5,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,52.00,193.30,0.06%,1.36%,1.42%
8,81.05,A,6,14,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,116.00,446.22,0.13%,1.36%,1.49%
9,81.06,A,6,14,5,5,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,196.00,728.61,0.22%,1.36%,1.58%
10,81.06,B,6,12,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,196.00,728.61,0.22%,1.36%,1.58%
11,81.06,A,6,14,5,4,55,116,475,696,330.6,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,196.00,728.61,0.22%,1.36%,1.58%
12,81.07,B,6,12,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,260.00,1000.14,0.30%,1.36%,1.66%
13,81.07,A,6,14,5,5,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,260.00,1000.14,0.30%,1.36%,1.66%
14,81.07,B,6,12,5,4,55,118,475,708,336.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,260.00,1000.14,0.30%,1.36%,1.66%
15,81.08,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,239.00,828.24,0.26%,1.63%,1.89%
16,81.09,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,176.00,609.92,0.19%,1.63%,1.82%
17,81.1,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,112.00,388.13,0.12%,1.63%,1.75%
18,81.11,A,6,14,5,8,55,112,475,672,319.2,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,48.00,166.34,0.05%,1.32%,1.37%
19,81.12,A,6,14,5,7,55,98,475,588,279.3,1.15,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,94.00,249.40,0.09%,0.85%,0.94%
0,82.01,A,6,14,5,4,55,104,475,624,296.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,269.00,803.79,0.27%,1.36%,1.63%
1,82.01,B,6,12,5,4,55,104,475,624,296.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,269.00,803.79,0.27%,1.36%,1.63%
2,82.02,A,6,14,5,4,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,206.00,765.78,0.23%,1.36%,1.59%
3,82.02,B,6,12,5,5,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,206.00,765.78,0.23%,1.36%,1.59%
4,82.03,A,6,14,5,5,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,142.00,546.23,0.16%,1.36%,1.52%
5,82.03,B,6,12,5,4,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,142.00,546.23,0.16%,1.36%,1.52%
6,82.04,A,6,14,5,5,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,64.06,246.42,0.07%,1.36%,1.43%
7,82.04,B,6,12,5,4,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,64.06,246.42,0.07%,1.36%,1.43%
8,82.05,A,6,14,5,4,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,128.06,476.05,0.14%,1.36%,1.50%
9,82.05,B,6,12,5,5,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,128.06,476.05,0.14%,1.36%,1.50%
10,82.06,A,6,14,5,5,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,208.06,800.34,0.24%,1.36%,1.60%
11,82.06,B,6,12,5,4,55,118,475,708,336.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,208.06,800.34,0.24%,1.36%,1.60%
12,82.07,A,6,14,5,4,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,272.06,1011.35,0.31%,1.36%,1.67%
13,82.07,B,6,12,5,5,55,116,475,696,330.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,272.06,1011.35,0.31%,1.36%,1.67%
14,82.08,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,230.00,797.05,0.25%,0.85%,1.10%
15,82.09,A,6,14,5,6,55,106,475,636,302.1,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,120.00,372.49,0.12%,0.88%,1.00%
16,82.09,B,6,12,5,1,55,106,475,636,302.1,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,120.00,372.49,0.12%,0.88%,1.00%
17,82.09,C,6,10,5,1,55,106,475,636,302.1,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,354,263,120.00,372.49,0.12%,0.88%,1.00%
18,82.1,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,40.00,85.58,0.03%,1.05%,1.08%
19,82.1,C,6,10,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,40.00,85.58,0.03%,1.05%,1.08%
20,82.11,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,70.00,149.76,0.06%,1.05%,1.11%
21,82.11,C,6,10,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,70.00,149.76,0.06%,1.05%,1.11%
22,82.12,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,134.00,286.68,0.11%,1.05%,1.16%
23,82.12,C,6,10,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,134.00,286.68,0.11%,1.05%,1.16%
24,82.12,B,6,12,5,4,55,88,475,528,250.8,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,134.00,286.68,0.11%,1.05%,1.16%
0,83.01,A,6,14,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,306.42,915.60,0.31%,1.36%,1.67%
1,83.02,B,6,12,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,243.42,727.35,0.25%,1.36%,1.61%
2,83.02,A,6,14,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,243.42,727.35,0.25%,1.36%,1.61%
3,83.02,B,6,12,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,243.42,727.35,0.25%,1.36%,1.61%
4,83.03,A,6,14,5,4,55,116,475,696,330.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,179.42,666.98,0.20%,1.36%,1.56%
5,83.03,B,6,12,5,5,55,116,475,696,330.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,179.42,666.98,0.20%,1.36%,1.56%
6,83.04,A,6,14,5,5,55,118,475,708,336.3,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,115.42,443.98,0.13%,1.36%,1.49%
7,83.04,B,6,12,5,4,55,118,475,708,336.3,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,115.42,443.98,0.13%,1.36%,1.49%
8,83.05,A,6,14,5,5,55,118,475,708,336.3,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,394,293,54.58,209.95,0.06%,1.36%,1.42%
9,83.06,A,6,14,5,5,55,116,475,696,330.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,118.58,440.81,0.13%,1.36%,1.49%
10,83.06,B,6,12,5,4,55,116,475,696,330.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,118.58,440.81,0.13%,1.36%,1.49%
11,83.06,A,6,14,5,4,55,116,475,696,330.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,387,288,118.58,440.81,0.13%,1.36%,1.49%
12,83.07,B,6,12,5,5,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,182.58,545.56,0.18%,1.36%,1.55%
13,83.07,A,6,14,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,182.58,545.56,0.18%,1.36%,1.55%
14,83.07,B,6,12,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,182.58,545.56,0.18%,1.36%,1.55%
15,83.08,A,6,14,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,246.58,736.80,0.25%,1.36%,1.61%
16,83.09,A,6,14,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,310.58,928.03,0.31%,1.36%,1.67%
17,83.09,B,6,12,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,310.58,928.03,0.31%,1.36%,1.67%
18,83.09,A,6,14,5,4,55,104,475,624,296.4,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,347,258,310.58,928.03,0.31%,1.36%,1.67%
19,83.1,B,6,12,5,4,55,88,475,528,250.8,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,272.48,582.94,0.23%,1.05%,1.28%
20,83.1,B,6,12,5,4,55,88,475,528,250.8,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,294,218,272.48,582.94,0.23%,1.05%,1.28%
21,83.11,C,6,10,5,4,55,96,475,576,273.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,193.48,492.61,0.18%,0.74%,0.92%
22,83.11,B,6,12,5,3,55,96,475,576,273.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,193.48,492.61,0.18%,0.74%,0.92%
23,83.11,C,6,10,5,6,55,96,475,576,273.6,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,193.48,492.61,0.18%,0.74%,0.92%
24,83.12,C,6,10,5,9,55,90,475,540,256.5,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,81.48,182.33,0.07%,0.43%,0.50%
25,83.13,C,6,10,5,9,55,90,475,540,256.5,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,108.52,242.84,0.09%,0.43%,0.52%
26,83.14,C,6,10,5,9,55,90,475,540,256.5,1.14,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,300,223,252.52,565.07,0.22%,0.43%,0.65%
0,84.01,A,6,14,5,6,55,84,475,504,239.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,735.46,1433.64,0.60%,1.63%,2.23%
1,84.02,A,6,14,5,6,55,84,475,504,239.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,688.46,1342.02,0.56%,1.63%,2.19%
2,84.03,A,6,14,5,4,55,100,475,600,285,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,334,248,380.25,1050.49,0.37%,1.79%,2.16%
3,84.03,B,6,12,5,2,55,100,475,600,285,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,334,248,380.25,1050.49,0.37%,1.79%,2.16%
4,84.03,C,6,10,5,2,55,100,475,600,285,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,334,248,380.25,1050.49,0.37%,1.79%,2.16%
5,84.04,A,6,14,5,3,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,332.25,881.54,0.32%,1.87%,2.18%
6,84.04,B,6,12,5,3,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,332.25,881.54,0.32%,1.87%,2.18%
7,84.04,C,6,10,5,2,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,332.25,881.54,0.32%,1.87%,2.18%
8,84.05,A,6,14,5,2,55,84,475,504,239.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,735.54,1433.80,0.60%,1.94%,2.54%
9,84.05,B,6,12,5,3,55,84,475,504,239.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,735.54,1433.80,0.60%,1.94%,2.54%
10,84.05,C,6,10,5,2,55,84,475,504,239.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,735.54,1433.80,0.60%,1.94%,2.54%
11,84.05,A,6,14,5,3,55,84,475,504,239.4,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,280,208,735.54,1433.80,0.60%,1.94%,2.54%
12,84.06,B,6,12,5,2,55,96,475,576,273.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,201.81,513.82,0.19%,1.63%,1.82%
13,84.06,C,6,10,5,3,55,96,475,576,273.6,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,320,238,201.81,513.82,0.19%,1.63%,1.82%
14,84.07,A,6,14,5,4,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,120.03,318.47,0.11%,1.82%,1.93%
15,84.07,B,6,12,5,1,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,120.03,318.47,0.11%,1.82%,1.93%
16,84.07,C,6,10,5,3,55,98,475,588,279.3,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,327,243,120.03,318.47,0.11%,1.82%,1.93%
17,84.08,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,56.03,194.17,0.06%,1.70%,1.76%
18,84.09,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,37.97,131.58,0.04%,1.63%,1.67%
19,84.1,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,101.97,353.37,0.11%,1.63%,1.74%
20,84.11,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,165.97,575.16,0.18%,1.63%,1.81%
21,84.12,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,229.97,796.95,0.25%,1.63%,1.88%
22,84.13,A,6,14,5,8,55,112,475,672,319.2,,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,293.97,1018.74,0.32%,1.63%,1.95%
0,85.01,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,583.03,2020.46,0.63%,1.63%,2.26%
1,85.02,A,6,14,5,8,55,112,475,672,319.2,1.13,400,400,"750 KCMIL AL 2000V PV WIRE CONDUCTORS, #2 AWG CU GROUND, DIRECT BURIAL",1500,1149,374,278,520.03,1802.13,0.56%,1.63%,2.19%
